student_id,name,age,gender,graduation_year,degree,major,gpa,internship_experience,skills,location,employed_after_grad,time_to_employment,predicted_job_title,actual_job_title,industry,skills_used,company_type,salary_range
S01375,Daniel Baker,28,Female,2020,BSE,Social Work,3.29,Yes,"dark, scientist, why, military, position, pay",Lipa,False,,,,,,,
S09224,Michael White,22,Female,2023,BS,Civil Engineering,2.71,No,"industry, else, majority, worker, continue",Calaca,True,1.0,IT Support,IT Support,Tech,"industry, else",Startup,<15k
S03946,Charles Little,27,Male,2024,BA,Communication,3.97,Yes,"body, serious, finish, wonder, mission, morning, contain",Calaca,False,,,,,,,
S07210,Luis Perez,26,Male,2022,BFA,Fine Arts,3.07,No,"design, like, available, significant, city, only",Lipa,False,,,,,,,
S05211,Mark Kerr,26,Female,2023,BA,Political Science,2.34,Yes,"think, term, seat, newspaper, start, whatever",Tanauan,True,5.0,News Reporter,News Reporter,Media,"think, term",NGO,40k-60k
S00063,Brett Lowe,26,Female,2019,BA,Political Science,3.67,No,"central, maintain, consider",Nasugbu,True,1.0,Project Coordinator,Project Coordinator,Construction,"central, maintain, consider",Startup,40k-60k
S00626,Ashley Dennis,25,Male,2023,BA,Political Science,2.41,No,"executive, public, provide, leg, conference",Calaca,True,4.0,Community Worker,Community Worker,Social Work,"executive, public, provide",Government,>60k
S04421,Julie Roach,29,Female,2022,BS,Hospitality Management,2.08,No,"along, plant, meeting, have, indicate, young, success",Tanauan,True,6.0,Site Engineer,Site Engineer,Construction,"along, plant",Government,25k-40k
S01669,Peter Green,24,Female,2021,BSE,Social Work,2.38,Yes,"investment, must, pressure, she, sea, result",Lipa,False,,,,,,,
S02112,Jennifer Woods,22,Male,2021,BS,Civil Engineering,2.79,No,"learn, parent, lead, pick, north",Tanauan,True,6.0,Data Analyst,Data Analyst,Tech,learn,Startup,15k-25k
S05804,Bianca Rojas,28,Female,2024,BFA,Fine Arts,2.33,No,"occur, test, maintain, away, heart",Nasugbu,True,2.0,Site Engineer,Site Engineer,Construction,occur,NGO,<15k
S09763,Diane Stewart,20,Male,2022,BSE,Social Work,3.65,No,"collection, change, long, local, debate, program, late",Tanauan,True,6.0,Gallery Assistant,Gallery Assistant,Art,"collection, change, long",Startup,15k-25k
S04032,Jason Brown,23,Female,2024,BSE,Social Work,3.14,No,"theory, right, house, trial, charge, color, main",Nasugbu,False,,,,,,,
S06545,Kevin Mcdowell,28,Male,2021,BS,Education,2.71,Yes,"without, raise, system, office, color",Batangas City,True,3.0,Medical Assistant,Medical Assistant,Healthcare,without,Private,25k-40k
S07948,James Rogers,27,Female,2022,BFA,Fine Arts,2.53,No,"professional, special, pretty, foreign, space, term, go",Batangas City,True,2.0,Medical Assistant,Medical Assistant,Healthcare,professional,Government,>60k
S00084,Elizabeth Turner,22,Female,2021,BS,Education,3.17,Yes,"magazine, husband, improve, ahead, generation",Lipa,False,,,,,,,
S09180,Bailey Ross,30,Male,2021,BSE,Social Work,3.05,Yes,"ok, loss, home, degree",Batangas City,False,,,,,,,
S01462,Teresa Davis,24,Male,2024,BS,Industrial Engineering,3.56,Yes,"save, couple, area, deal",Nasugbu,True,4.0,Community Worker,Community Worker,Social Work,save,Startup,15k-25k
S02283,Sara Wood,27,Male,2021,BS,Education,3.24,No,"tonight, law, however, heart, series",Tanauan,True,1.0,IT Support,IT Support,Tech,"tonight, law",Startup,25k-40k
S02887,Joseph Roman DDS,28,Female,2022,BSE,Social Work,3.83,Yes,"statement, save, top, share, of",Calaca,True,2.0,Tour Guide,Tour Guide,Tourism,statement,Private,>60k
S05834,Michelle Bailey,22,Female,2024,BA,Political Science,3.13,Yes,"red, possible, Mr, oil, free, protect, show",Tanauan,True,5.0,Hotel Manager,Hotel Manager,Tourism,"red, possible",Government,>60k
S00684,Stephen Young,29,Female,2018,BFA,Fine Arts,3.95,Yes,"common, toward, turn, could",Calaca,False,,,,,,,
S04469,Tony Molina,24,Male,2023,BA,Communication,3.69,No,"plan, customer, skill, especially, for, north, security",Batangas City,True,5.0,Teacher,Teacher,Education,"plan, customer, skill",NGO,>60k
S00418,Alexandria Orr,23,Male,2021,BS,Education,3.75,No,"meet, morning, cell, argue, grow, pull, suggest",Batangas City,True,3.0,Instructional Designer,Instructional Designer,Education,meet,Government,25k-40k
S05228,Carla Massey MD,25,Female,2021,BA,Political Science,3.72,No,"last, strategy, election, public, true",Lipa,False,,,,,,,
S04253,Cassandra Davis,29,Male,2022,BS,Education,2.43,Yes,"various, capital, how",Batangas City,True,4.0,Software Developer,Software Developer,Tech,"various, capital, how",Government,15k-25k
S02709,Robert Palmer,24,Male,2018,BFA,Fine Arts,2.95,Yes,"out, police, parent, church, involve, provide",Tanauan,False,,,,,,,
S02357,Michael Howard,20,Female,2021,BS,Hospitality Management,3.9,Yes,"paper, today, five, sing, feel",Lipa,True,3.0,Instructional Designer,Instructional Designer,Education,paper,Government,40k-60k
S08059,Sandra Stewart,20,Female,2018,BS,Nursing,2.05,Yes,"participant, officer, energy, prepare, place, medical",Tanauan,True,5.0,Project Coordinator,Project Coordinator,Construction,"participant, officer, energy",Startup,40k-60k
S01366,Samantha Oconnor,25,Male,2024,BS,Education,3.52,No,"whether, close, charge, also, risk, skill, behind",Tanauan,True,1.0,Nurse,Nurse,Healthcare,"whether, close, charge",NGO,40k-60k
S06277,James Prince,26,Male,2018,BA,Communication,2.78,Yes,"partner, leader, result, memory",Lipa,True,5.0,Content Creator,Content Creator,Media,"partner, leader",Startup,<15k
S03916,Amy Jennings,24,Male,2020,BFA,Fine Arts,2.68,Yes,"east, or, against",Lipa,True,6.0,Community Worker,Community Worker,Social Work,"east, or, against",Government,25k-40k
S00293,Michelle Scott,26,Female,2019,BS,Hospitality Management,2.69,Yes,"response, can, company, and, property",Batangas City,True,1.0,Project Coordinator,Project Coordinator,Construction,"response, can",Startup,>60k
S02639,Elizabeth Hanson,24,Female,2022,BA,Communication,2.75,Yes,"former, simple, early, later, commercial, whose, space",Nasugbu,False,,,,,,,
S09458,Lisa Harris,22,Female,2020,BFA,Fine Arts,3.23,Yes,"authority, result, measure, example, their, minute",Batangas City,True,5.0,Case Manager,Case Manager,Social Work,"authority, result, measure",Private,>60k
S01506,Mrs. Angela Lee,25,Female,2018,BS,Civil Engineering,3.6,No,"garden, fight, indicate, feel, process, eat, few",Calaca,True,2.0,Gallery Assistant,Gallery Assistant,Art,"garden, fight, indicate",NGO,40k-60k
S09037,Michael Washington,22,Male,2024,BFA,Fine Arts,2.25,No,"describe, return, body, yes, case",Lipa,False,,,,,,,
S07393,Amy Thomas,20,Male,2020,BFA,Fine Arts,3.45,Yes,"a, perhaps, he, house, skill, face, student",Batangas City,True,6.0,Instructional Designer,Instructional Designer,Education,"a, perhaps, he",Startup,40k-60k
S01634,Angel Conrad,30,Male,2018,BS,Civil Engineering,3.12,No,"call, employee, quite",Nasugbu,False,,,,,,,
S02457,Andrew Long,23,Female,2021,BSE,Social Work,2.24,Yes,"front, wind, history, full, my",Calaca,False,,,,,,,
S09891,Eric Nicholson,20,Female,2023,BS,Industrial Engineering,3.03,No,"structure, prepare, boy, week, my, political",Lipa,True,2.0,Nurse,Nurse,Healthcare,"structure, prepare",Private,<15k
S05558,Matthew Hardin,24,Female,2018,BFA,Fine Arts,3.05,Yes,"institution, have, wear, so, language, miss, rich",Tanauan,False,,,,,,,
S09751,Samuel Johnson,30,Male,2024,BA,Communication,2.5,No,"trip, including, identify, drop, look, network, everybody",Tanauan,False,,,,,,,
S02300,Sarah Santana,22,Female,2021,BS,Nursing,2.78,No,"site, whose, model, property, can",Nasugbu,True,2.0,Freelance Artist,Freelance Artist,Art,"site, whose, model",NGO,>60k
S04537,Nathan Macdonald,23,Male,2021,BSE,Social Work,2.31,No,"hand, citizen, fill, wonder, end",Tanauan,False,,,,,,,
S02938,Marcus Snyder,29,Male,2022,BFA,Fine Arts,3.25,No,"old, pattern, financial, people",Calaca,True,1.0,Instructional Designer,Instructional Designer,Education,old,Government,>60k
S01563,Christine Rivera,25,Female,2018,BS,Computer Science,3.29,Yes,"draw, collection, car, run",Calaca,True,3.0,Medical Assistant,Medical Assistant,Healthcare,draw,Private,15k-25k
S05689,Teresa Johnson,25,Female,2019,BA,Communication,3.74,Yes,"put, attack, into, campaign",Calaca,False,,,,,,,
S08658,Erica Johnson,20,Male,2024,BSE,Social Work,3.42,No,"time, ability, unit, change",Batangas City,True,2.0,Medical Assistant,Medical Assistant,Healthcare,time,Government,25k-40k
S07517,Bianca Patrick,28,Male,2023,BA,Communication,3.19,No,"four, east, drug, billion, serve, building",Calaca,False,,,,,,,
S01979,Grant May,26,Male,2020,BA,Communication,3.45,Yes,"usually, need, system, nature",Calaca,False,,,,,,,
S01883,James Jones,27,Female,2023,BA,Political Science,3.75,No,"program, according, card, although, maintain, white, pull",Lipa,False,,,,,,,
S03803,Kaitlyn Jones,24,Female,2020,BSE,Social Work,3.33,No,"read, together, political, job, force",Batangas City,True,6.0,Software Developer,Software Developer,Tech,"read, together",Private,<15k
S00438,Lisa Lee,30,Female,2020,BS,Education,3.14,Yes,"buy, nation, painting, and",Nasugbu,True,1.0,Data Analyst,Data Analyst,Tech,"buy, nation",NGO,40k-60k
S04635,Jeffery Lee,23,Male,2024,BS,Nursing,2.05,No,"accept, moment, key, hand, like, indicate",Nasugbu,True,6.0,Hotel Manager,Hotel Manager,Tourism,"accept, moment",Private,25k-40k
S04528,Matthew Hartman,27,Female,2020,BFA,Fine Arts,2.11,No,"staff, street, only",Calaca,False,,,,,,,
S04332,Amy Kim,24,Male,2022,BSE,Social Work,2.79,Yes,"back, pull, woman, season, anyone",Tanauan,False,,,,,,,
S03573,Mark Vaughan,24,Female,2020,BA,Political Science,3.7,Yes,"amount, lay, weight, just, agree, again",Tanauan,False,,,,,,,
S08741,Corey Benitez,28,Female,2018,BA,Communication,3.6,Yes,"will, get, treatment, doctor, detail",Lipa,True,5.0,Tour Guide,Tour Guide,Tourism,"will, get",Private,>60k
S08911,Joseph Gilbert,24,Female,2023,BS,Computer Science,2.95,No,"happen, how, wish, lay",Calaca,True,4.0,Freelance Artist,Freelance Artist,Art,happen,NGO,15k-25k
S04817,Robert Le,30,Male,2019,BS,Education,3.95,No,"many, compare, song, yeah",Tanauan,True,5.0,Site Engineer,Site Engineer,Construction,"many, compare",Startup,25k-40k
S06435,Erik Hess,27,Female,2024,BSE,Social Work,2.55,No,"buy, dinner, million, main, always, right",Batangas City,True,5.0,Content Creator,Content Creator,Media,"buy, dinner, million",Startup,25k-40k
S02986,Roger Davis,24,Female,2023,BSE,Social Work,3.16,Yes,"sort, personal, opportunity, inside, collection, best, adult",Nasugbu,True,3.0,Nurse,Nurse,Healthcare,sort,NGO,15k-25k
S07838,Mary Day,23,Male,2023,BS,Hospitality Management,2.86,No,"safe, president, develop, exactly, recently, girl, second",Batangas City,True,3.0,Site Engineer,Site Engineer,Construction,"safe, president, develop",NGO,>60k
S00704,Mark Romero,24,Male,2020,BS,Hospitality Management,3.25,Yes,"he, explain, spring, walk, above, country, relate",Tanauan,True,6.0,Freelance Artist,Freelance Artist,Art,"he, explain",Startup,15k-25k
S02280,Ray Moran,29,Female,2021,BS,Industrial Engineering,3.92,No,"life, could, thousand, along",Calaca,True,2.0,Software Developer,Software Developer,Tech,"life, could",NGO,>60k
S08734,Casey Harris,26,Female,2024,BFA,Fine Arts,2.17,Yes,"save, culture, upon, born",Calaca,False,,,,,,,
S04147,Nicole Zimmerman,25,Male,2019,BS,Industrial Engineering,3.44,Yes,"issue, provide, contain, assume, become",Batangas City,True,4.0,Instructional Designer,Instructional Designer,Education,"issue, provide",Startup,<15k
S05412,Zachary Spencer,26,Male,2023,BSE,Social Work,2.65,Yes,"owner, choice, share, thought, final, consumer",Batangas City,True,2.0,Freelance Artist,Freelance Artist,Art,"owner, choice",NGO,25k-40k
S00373,Jessica Hampton,25,Male,2022,BS,Education,3.41,Yes,"seek, anyone, reality, manage, most, policy",Tanauan,True,3.0,Community Worker,Community Worker,Social Work,"seek, anyone",NGO,15k-25k
S06405,Adam Williams,20,Female,2019,BFA,Fine Arts,3.02,No,"blood, down, officer, president, play, worry, kind",Tanauan,False,,,,,,,
S09223,John Knight,26,Female,2020,BS,Nursing,3.97,No,"interesting, level, machine, news, let, even",Nasugbu,True,4.0,Case Manager,Case Manager,Social Work,"interesting, level",NGO,15k-25k
S02585,Chad Garcia,23,Male,2022,BSE,Social Work,2.23,No,"information, social, environment",Tanauan,False,,,,,,,
S01332,Wendy Edwards,29,Male,2022,BA,Communication,3.92,Yes,"how, difference, energy, current, top, law, cup",Nasugbu,False,,,,,,,
S09572,Brad Hawkins,24,Male,2020,BFA,Fine Arts,3.85,No,"safe, fear, writer, mention, four, hard, under",Batangas City,True,1.0,Hotel Manager,Hotel Manager,Tourism,safe,Private,<15k
S05282,Karen Harvey,26,Female,2019,BSE,Social Work,3.13,No,"drop, report, role, authority, teach, health, which",Calaca,False,,,,,,,
S09131,Kathleen Davis,26,Male,2021,BSE,Social Work,2.34,Yes,"national, especially, design",Nasugbu,True,6.0,Freelance Artist,Freelance Artist,Art,national,NGO,<15k
S08315,Bonnie Ramos,28,Female,2024,BFA,Fine Arts,3.22,No,"record, left, third, case, go, bill",Calaca,False,,,,,,,
S09809,Kathleen Choi,23,Female,2022,BA,Communication,3.27,No,"magazine, data, method, whether, natural",Lipa,False,,,,,,,
S01784,Jacob Beard,25,Female,2022,BS,Computer Science,2.04,Yes,"he, capital, physical, wrong, everything, carry, her",Batangas City,True,3.0,Teacher,Teacher,Education,"he, capital",Private,40k-60k
S03182,Douglas Sims,26,Female,2018,BS,Computer Science,3.48,Yes,"economic, agree, their, cost, those, behavior, crime",Lipa,True,4.0,Data Analyst,Data Analyst,Tech,"economic, agree",NGO,25k-40k
S00494,Jennifer Wilson,29,Male,2020,BA,Political Science,3.74,No,"edge, bad, especially, positive, reason, air",Nasugbu,True,1.0,Teacher,Teacher,Education,edge,Government,40k-60k
S07363,Scott Castaneda,21,Male,2019,BFA,Fine Arts,2.34,No,"expert, strategy, collection, eye, factor",Tanauan,True,3.0,Tour Guide,Tour Guide,Tourism,"expert, strategy",Startup,15k-25k
S02860,Lawrence Mitchell,20,Male,2024,BS,Computer Science,2.99,Yes,"above, article, word, short, many, explain, brother",Batangas City,True,2.0,News Reporter,News Reporter,Media,"above, article, word",Government,40k-60k
S07929,Jacqueline Garner,25,Female,2022,BFA,Fine Arts,2.72,Yes,"over, and, participant, same",Batangas City,False,,,,,,,
S04041,Penny Little,26,Male,2018,BSE,Social Work,2.03,No,"development, student, fish, peace, choice, carry",Batangas City,True,2.0,Site Engineer,Site Engineer,Construction,"development, student, fish",NGO,15k-25k
S07178,Tonya Carrillo,28,Male,2023,BSE,Social Work,3.54,No,"many, choose, radio, stand, join, blue, goal",Tanauan,False,,,,,,,
S02897,Luis Delacruz,27,Female,2024,BS,Civil Engineering,3.9,Yes,"magazine, be, thus, on",Batangas City,True,3.0,Nurse,Nurse,Healthcare,"magazine, be, thus",Private,40k-60k
S00366,Miranda Schmidt,28,Female,2019,BSE,Social Work,3.41,No,"do, conference, camera, item, participant, beyond, energy",Nasugbu,True,1.0,Hotel Manager,Hotel Manager,Tourism,"do, conference, camera",Government,<15k
S00849,Matthew Davis,27,Female,2019,BS,Education,2.49,No,"get, seek, quickly, white, general, board, tree",Batangas City,False,,,,,,,
S07440,Patricia Ward,20,Female,2019,BA,Communication,2.25,Yes,"leg, believe, page, might, enter",Tanauan,False,,,,,,,
S09454,Zachary Allen,21,Male,2020,BS,Hospitality Management,3.75,No,"need, study, north, story, behavior, street",Batangas City,True,4.0,Gallery Assistant,Gallery Assistant,Art,"need, study, north",Private,<15k
S04301,Leslie Novak,22,Male,2018,BSE,Social Work,3.6,No,"weight, common, person",Tanauan,False,,,,,,,
S02653,Andrew Solis,30,Female,2020,BSE,Social Work,3.19,No,"between, affect, then, long, represent",Calaca,False,,,,,,,
S03503,Bill Fernandez,29,Male,2021,BA,Communication,3.35,Yes,"each, artist, notice, along, there",Calaca,False,,,,,,,
S01541,Jonathan Martin,30,Female,2018,BFA,Fine Arts,2.87,No,"coach, live, service",Tanauan,False,,,,,,,
S04165,Brittany Hill,22,Female,2022,BA,Communication,2.12,Yes,"machine, five, edge, kitchen",Nasugbu,False,,,,,,,
S08866,Pamela Hughes,27,Female,2018,BA,Political Science,2.77,Yes,"her, clearly, kind, already",Calaca,False,,,,,,,
S00322,Michael Krueger,29,Female,2024,BS,Nursing,2.92,No,"economic, plant, care, election, along, fire, money",Calaca,True,6.0,Tour Guide,Tour Guide,Tourism,"economic, plant, care",NGO,40k-60k
S02031,Timothy Lester,27,Female,2022,BFA,Fine Arts,2.04,Yes,"truth, around, particularly, week, expert, drug",Nasugbu,False,,,,,,,
S00813,Sean Smith,29,Female,2020,BSE,Social Work,2.54,Yes,"military, cultural, company, less, product",Lipa,True,2.0,Hotel Manager,Hotel Manager,Tourism,"military, cultural, company",Private,40k-60k
S08939,Deborah Ramirez,25,Female,2024,BA,Political Science,3.65,Yes,"make, street, thank",Lipa,True,1.0,News Reporter,News Reporter,Media,"make, street",Government,<15k
S09375,Richard Lang,29,Male,2023,BSE,Social Work,3.51,No,"somebody, while, ready, pick, economy, suggest",Nasugbu,False,,,,,,,
S01079,Amanda Mitchell,27,Female,2024,BA,Communication,3.1,Yes,"during, administration, around, care, white",Nasugbu,True,6.0,Tour Guide,Tour Guide,Tourism,during,Private,40k-60k
S02226,David Harmon,27,Female,2021,BFA,Fine Arts,2.53,Yes,"discover, serious, exactly, statement",Calaca,False,,,,,,,
S09136,James Clark,29,Male,2023,BFA,Fine Arts,3.39,Yes,"dream, garden, last",Batangas City,True,2.0,Instructional Designer,Instructional Designer,Education,"dream, garden, last",Government,40k-60k
S09531,William Mason,26,Female,2024,BS,Computer Science,3.96,No,"middle, speak, part",Nasugbu,True,6.0,Gallery Assistant,Gallery Assistant,Art,middle,Government,>60k
S02705,Janice Cunningham,21,Male,2020,BA,Political Science,2.5,No,"actually, year, assume, painting, face, save",Calaca,False,,,,,,,
S06824,Patrick Trevino,27,Female,2023,BFA,Fine Arts,3.62,No,"particular, will, wall, two",Nasugbu,True,5.0,Tour Guide,Tour Guide,Tourism,particular,NGO,>60k
S07556,Miss Patricia Black MD,20,Male,2021,BFA,Fine Arts,2.47,Yes,"before, lose, tough, realize, edge, ready",Nasugbu,True,3.0,Case Manager,Case Manager,Social Work,"before, lose",Startup,25k-40k
S01164,Sean Soto,22,Female,2020,BSE,Social Work,2.95,No,"reduce, statement, hour, fill, beat",Batangas City,False,,,,,,,
S03261,Dr. Collin Walter,20,Female,2023,BFA,Fine Arts,3.26,No,"together, truth, kind",Lipa,False,,,,,,,
S04687,David Dyer,23,Female,2023,BS,Education,3.52,Yes,"help, option, nor, find",Tanauan,True,4.0,Data Analyst,Data Analyst,Tech,"help, option",Government,15k-25k
S01450,Dr. Holly Holt,29,Male,2021,BS,Computer Science,3.18,Yes,"defense, offer, too, today, bring, that",Tanauan,True,3.0,News Reporter,News Reporter,Media,defense,NGO,>60k
S03862,Sandra Martinez,25,Female,2021,BFA,Fine Arts,3.97,No,"occur, institution, you, dog, themselves, single, walk",Lipa,True,6.0,Tour Guide,Tour Guide,Tourism,"occur, institution",Government,>60k
S06103,Daniel Keller,21,Male,2018,BS,Education,2.73,Yes,"stay, letter, four, when, fish, lead, people",Calaca,True,6.0,Software Developer,Software Developer,Tech,"stay, letter",Government,<15k
S09215,Rachel Clark,27,Male,2023,BS,Education,2.53,No,"industry, few, size, hair, girl, when, cause",Calaca,False,,,,,,,
S07120,Victoria Williams,22,Male,2022,BA,Communication,3.84,No,"low, social, accept, turn",Tanauan,False,,,,,,,
S06398,Catherine Olson,24,Male,2022,BFA,Fine Arts,3.34,Yes,"each, involve, low, why, baby",Tanauan,False,,,,,,,
S09588,Melissa Sharp,20,Male,2022,BA,Communication,3.46,Yes,"few, lose, attention, strategy, tend",Lipa,True,5.0,Case Manager,Case Manager,Social Work,"few, lose, attention",Startup,>60k
S06214,Brian Potts,21,Female,2023,BFA,Fine Arts,2.79,Yes,"building, interest, value",Calaca,True,3.0,Case Manager,Case Manager,Social Work,building,Startup,<15k
S09645,Alyssa Torres,20,Male,2019,BSE,Social Work,2.24,Yes,"morning, story, wear, speech, into",Batangas City,True,1.0,Project Coordinator,Project Coordinator,Construction,"morning, story, wear",Government,15k-25k
S05336,Matthew Anderson,23,Female,2024,BA,Political Science,2.57,No,"not, include, when, sometimes, wrong, play, although",Batangas City,True,1.0,Hotel Manager,Hotel Manager,Tourism,not,NGO,<15k
S04056,Richard Richardson DDS,25,Female,2020,BSE,Social Work,2.11,Yes,"data, common, whole, course, program",Tanauan,True,6.0,News Reporter,News Reporter,Media,data,Private,25k-40k
S09511,Patrick Kaiser,23,Male,2018,BSE,Social Work,3.56,No,"these, sense, marriage, reflect",Calaca,True,4.0,Case Manager,Case Manager,Social Work,"these, sense",NGO,>60k
S02999,Hannah Jenkins,30,Female,2024,BSE,Social Work,3.8,No,"ask, simply, line",Nasugbu,True,5.0,Teacher,Teacher,Education,ask,Startup,>60k
S09024,Sharon Molina,29,Female,2018,BS,Civil Engineering,3.01,Yes,"protect, author, me, analysis, organization, threat, assume",Tanauan,True,5.0,Teacher,Teacher,Education,protect,Private,15k-25k
S01231,Brenda Morris,30,Male,2021,BFA,Fine Arts,2.14,Yes,"how, investment, kid, role, natural, hour, attack",Calaca,True,1.0,Case Manager,Case Manager,Social Work,how,Private,<15k
S01514,Emily Nguyen,24,Male,2020,BA,Communication,2.86,No,"fish, serious, drop, concern, plant, economy",Nasugbu,False,,,,,,,
S02313,Andre Barnes,27,Male,2020,BSE,Social Work,3.64,Yes,"describe, perform, value, war, start, pattern, southern",Calaca,True,3.0,Freelance Artist,Freelance Artist,Art,describe,Private,>60k
S01451,Patricia Robinson,22,Female,2019,BS,Hospitality Management,3.79,No,"save, standard, seven, though, fast, thank",Nasugbu,False,,,,,,,
S05267,Christine Bond,24,Female,2022,BS,Computer Science,3.46,No,"figure, help, unit, beautiful, read, activity, must",Lipa,True,3.0,News Reporter,News Reporter,Media,"figure, help, unit",NGO,>60k
S06131,Christopher Brown,21,Female,2023,BSE,Social Work,3.74,No,"growth, production, late, street, need",Calaca,True,4.0,Tour Guide,Tour Guide,Tourism,"growth, production, late",Private,25k-40k
S08531,Thomas Wright,28,Male,2024,BFA,Fine Arts,3.04,No,"line, color, kitchen, old, toward",Calaca,False,,,,,,,
S06464,John Bowen,29,Male,2019,BFA,Fine Arts,3.55,No,"these, next, gas, although",Lipa,False,,,,,,,
S00838,Marissa Nielsen,22,Female,2018,BA,Communication,2.96,No,"capital, soldier, treat, seven, tell",Batangas City,False,,,,,,,
S09915,Debra Lowery,22,Female,2021,BS,Industrial Engineering,2.65,Yes,"agency, us, although, reveal, suggest, management, watch",Calaca,True,4.0,Medical Assistant,Medical Assistant,Healthcare,agency,Private,25k-40k
S08261,David Gill,28,Male,2023,BFA,Fine Arts,3.66,No,"you, head, result, step, house",Tanauan,True,2.0,Content Creator,Content Creator,Media,"you, head",Government,>60k
S06414,Cristian Mcmillan,26,Male,2021,BA,Political Science,2.47,Yes,"pretty, affect, others, technology",Lipa,False,,,,,,,
S08504,Laura Brown,24,Male,2023,BA,Communication,3.15,No,"choose, site, night, leave",Batangas City,True,5.0,News Reporter,News Reporter,Media,choose,Private,40k-60k
S03567,Christine Farmer,28,Male,2024,BFA,Fine Arts,3.69,No,"amount, measure, operation, house, member, improve",Lipa,False,,,,,,,
S09264,Carla Lewis,26,Male,2018,BFA,Fine Arts,3.68,No,"easy, against, serve",Lipa,True,5.0,Tour Guide,Tour Guide,Tourism,easy,NGO,25k-40k
S03087,Katrina Johnson,29,Female,2022,BS,Computer Science,3.84,No,"however, quality, attention, general, crime, successful",Nasugbu,True,4.0,Case Manager,Case Manager,Social Work,however,NGO,<15k
S08643,Denise Bailey,30,Male,2024,BFA,Fine Arts,3.01,No,"hotel, rock, religious",Calaca,False,,,,,,,
S01714,Dakota Shelton,23,Female,2020,BFA,Fine Arts,3.27,Yes,"born, would, war",Batangas City,False,,,,,,,
S00339,David Thompson,27,Female,2021,BA,Political Science,2.28,Yes,"early, expert, edge, recognize, pull, himself, soldier",Lipa,True,1.0,News Reporter,News Reporter,Media,early,Startup,40k-60k
S09563,Christopher Conway,27,Male,2022,BFA,Fine Arts,2.3,Yes,"vote, between, forget",Tanauan,False,,,,,,,
S05942,Willie Meyer,27,Male,2021,BSE,Social Work,2.37,No,"thought, true, trial",Tanauan,True,2.0,Hotel Manager,Hotel Manager,Tourism,"thought, true",NGO,<15k
